Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
19-Sep-25,11299.05,11369.9,11298,11333.3,,
22-Sep-25,11321,11405.1,11287.2,11327.05,,
23-Sep-25,11344.2,11367.35,11271.3,11317.4,,
24-Sep-25,11307.4,11320.2,11235.8,11247.55,,
25-Sep-25,11237.2,11299.5,11201.95,11212.9,,
26-Sep-25,11211.65,11213.95,11104.05,11132.5,,
29-Sep-25,11178.95,11334,11166.9,11282.3,,
30-Sep-25,11311.3,11325.05,11249.6,11280.5,,
01-Oct-25,11292.2,11417.3,11280.65,11304.2,,
03-Oct-25,11310.25,11384.55,11243.5,11374,,
06-Oct-25,11355.2,11474.7,11354,11459.7,,
07-Oct-25,11470.2,11577.95,11467.6,11516.25,,
08-Oct-25,11526.45,11544.6,11407.7,11414.9,,
09-Oct-25,11450.85,11514.65,11416.05,11467.25,,
10-Oct-25,11473.55,11544.95,11453.2,11467.25,,
13-Oct-25,11440.6,11451.4,11340,11436.05,,
14-Oct-25,11472.3,11544.55,11330.15,11348.8,,
15-Oct-25,11388,11456.05,11352.85,11431.4,,
16-Oct-25,11447.65,11505.05,11396.15,11493.6,,
17-Oct-25,11505.2,11530.6,11433.35,11498.1,,
